TwoYearRecid;AgeGroup;Sex;PriorsCount;ChargeDegree;Race
0;25-45;0;1;1;Caucasian
0;25-45;0;3;1;African-American
0;25-45;0;1;1;Caucasian
1;25-45;0;8;0;African-American
1;25-45;0;15;1;African-American
0;25-45;1;0;1;Caucasian
0;Less25;0;0;1;Caucasian
1;25-45;0;5;0;African-American
1;25-45;0;2;0;African-American
1;Less25;1;0;1;African-American
0;More45;1;0;0;Caucasian
1;25-45;0;4;1;Other
1;25-45;0;3;1;African-American
0;25-45;0;1;0;Hispanic
0;25-45;1;1;1;African-American
1;25-45;0;8;1;Caucasian
1;25-45;0;4;0;African-American
1;25-45;1;8;1;African-American
1;25-45;0;8;1;African-American
0;Less25;0;1;0;African-American
1;25-45;1;1;0;Caucasian
1;25-45;0;4;1;Caucasian
1;More45;0;2;0;Caucasian
0;More45;0;0;0;Caucasian
0;25-45;0;10;1;African-American
0;25-45;1;1;0;Caucasian
1;More45;0;3;0;African-American
0;25-45;0;0;1;Other
0;25-45;0;0;0;Caucasian
0;More45;1;0;0;Caucasian
1;25-45;0;13;1;African-American
1;Less25;0;0;1;African-American
1;25-45;0;2;1;African-American
0;25-45;1;1;1;African-American
0;25-45;0;5;0;African-American
1;25-45;0;11;1;African-American
0;25-45;0;4;0;African-American
1;25-45;0;1;1;Caucasian
0;Less25;0;12;0;African-American
0;More45;0;11;1;African-American
0;25-45;1;3;1;Caucasian
0;25-45;0;11;1;Caucasian
0;More45;0;0;1;Caucasian
1;Less25;0;3;1;Caucasian
1;25-45;0;20;1;African-American
0;25-45;0;6;1;Caucasian
1;More45;0;0;0;Caucasian
1;25-45;0;8;0;African-American
0;Less25;1;1;0;Caucasian
1;Less25;0;1;0;African-American
1;25-45;0;2;1;Caucasian
0;25-45;1;1;1;African-American
1;More45;0;3;0;African-American
1;Less25;0;5;0;African-American
1;25-45;0;1;1;African-American
1;25-45;0;4;1;Caucasian
0;25-45;1;1;1;Hispanic
0;25-45;0;0;0;Caucasian
0;Less25;0;3;1;Other
1;25-45;1;0;0;African-American
0;25-45;0;0;0;Caucasian
1;Less25;1;0;0;Caucasian
1;25-45;0;0;0;Caucasian
1;25-45;0;5;0;African-American
1;More45;0;4;0;Caucasian
1;25-45;0;4;1;African-American
1;Less25;0;0;0;African-American
1;Less25;0;6;1;Other
0;25-45;1;6;1;African-American
1;More45;0;20;1;Other
0;Less25;0;0;1;African-American
0;More45;0;0;1;Caucasian
0;25-45;0;2;1;Caucasian
1;25-45;0;1;0;Other
1;25-45;1;3;1;Caucasian
0;More45;0;7;1;Caucasian
0;Less25;0;0;0;Caucasian
1;25-45;0;6;0;Caucasian
0;Less25;0;0;0;African-American
0;25-45;0;0;1;African-American
1;25-45;0;6;1;African-American
1;25-45;0;4;1;Hispanic
0;Less25;0;1;0;African-American
0;Less25;0;0;0;Caucasian
1;25-45;0;3;0;African-American
0;More45;0;0;0;African-American
0;25-45;1;0;1;Other
0;Less25;0;0;1;African-American
0;25-45;0;1;0;Caucasian
1;25-45;0;18;1;African-American
1;Less25;0;0;0;Hispanic
1;Less25;0;10;1;African-American
1;More45;0;13;1;African-American
1;More45;0;2;1;African-American
1;More45;0;0;0;Caucasian
0;More45;1;0;1;African-American
1;25-45;0;4;1;African-American
0;More45;1;4;0;African-American
1;25-45;1;7;1;African-American
0;25-45;0;9;1;African-American
0;Less25;0;0;1;Other
1;25-45;0;10;1;African-American
1;25-45;0;11;1;Hispanic
1;Less25;0;1;1;African-American
0;25-45;1;1;1;African-American
0;25-45;0;0;1;Caucasian
0;25-45;0;1;1;Hispanic
0;Less25;0;0;1;African-American
1;25-45;0;9;0;African-American
0;More45;0;2;0;African-American
1;25-45;0;9;0;Caucasian
1;More45;0;3;1;Caucasian
1;Less25;0;0;1;African-American
1;More45;0;28;1;African-American
1;25-45;0;14;1;African-American
0;25-45;0;23;1;African-American
0;25-45;0;0;0;African-American
1;25-45;0;4;1;Caucasian
0;25-45;0;1;1;Caucasian
0;More45;0;0;0;Caucasian
1;Less25;0;3;1;African-American
0;Less25;1;1;0;Hispanic
0;Less25;0;0;1;Other
0;25-45;0;2;0;African-American
1;Less25;0;1;0;African-American
0;More45;0;4;0;Caucasian
1;25-45;1;7;1;Caucasian
1;25-45;1;5;1;African-American
1;25-45;0;0;1;African-American
0;25-45;1;1;0;African-American
1;25-45;0;2;1;African-American
0;More45;0;1;1;African-American
0;More45;1;5;1;Caucasian
1;25-45;0;18;1;African-American
0;25-45;0;1;0;Caucasian
0;25-45;1;0;1;African-American
0;More45;1;0;0;Caucasian
1;Less25;0;1;1;African-American
0;Less25;1;0;0;Hispanic
0;25-45;0;0;1;Caucasian
1;Less25;0;0;0;African-American
0;More45;0;4;0;African-American
1;Less25;0;0;1;Hispanic
1;Less25;0;4;1;African-American
0;25-45;1;1;0;Hispanic
0;More45;0;0;0;African-American
0;25-45;0;0;1;African-American
1;25-45;0;9;1;African-American
1;25-45;0;2;0;Caucasian
0;More45;0;1;0;Caucasian
0;More45;0;0;1;Caucasian
1;More45;0;7;1;African-American
1;25-45;0;1;0;Caucasian
0;More45;0;1;1;Caucasian
0;More45;0;1;1;African-American
0;More45;0;0;0;Caucasian
0;25-45;0;0;1;Caucasian
0;More45;1;2;0;Caucasian
0;More45;1;9;0;African-American
0;Less25;0;1;0;Asian
1;More45;1;7;1;Caucasian
1;25-45;0;15;1;African-American
1;25-45;0;2;0;African-American
1;Less25;1;0;1;African-American
1;Less25;0;1;1;African-American
0;25-45;0;5;1;Caucasian
1;Less25;0;8;1;African-American
1;25-45;0;3;0;Caucasian
0;25-45;0;1;1;African-American
0;25-45;0;1;1;Caucasian
1;More45;0;10;1;African-American
1;More45;0;0;1;Other
1;25-45;1;5;1;Caucasian
1;Less25;0;2;1;Asian
1;25-45;0;8;1;African-American
1;25-45;0;0;0;Hispanic
1;Less25;1;1;1;African-American
0;25-45;0;0;1;Caucasian
1;25-45;1;0;0;Caucasian
0;Less25;0;2;1;Hispanic
1;25-45;0;3;1;African-American
0;More45;0;14;0;African-American
1;25-45;1;3;1;African-American
1;25-45;0;16;0;African-American
1;25-45;0;0;0;African-American
0;Less25;0;0;0;Hispanic
1;25-45;0;4;1;Caucasian
1;25-45;0;4;0;African-American
1;25-45;1;2;1;African-American
0;25-45;0;0;0;Other
1;More45;0;31;1;African-American
0;25-45;0;0;1;African-American
0;25-45;1;5;1;African-American
0;25-45;0;5;0;African-American
1;25-45;0;2;1;African-American
1;Less25;0;1;1;African-American
0;More45;0;2;1;Caucasian
1;More45;0;4;1;African-American
1;25-45;1;4;1;Caucasian
0;25-45;1;0;0;Caucasian
1;25-45;1;6;0;African-American
0;Less25;1;0;1;African-American
1;25-45;0;2;1;Asian
0;More45;0;0;0;African-American
1;More45;0;3;0;Hispanic
0;More45;0;0;1;Caucasian
0;25-45;1;1;0;Other
0;Less25;1;1;1;Caucasian
1;25-45;0;3;1;African-American
0;25-45;0;11;1;Caucasian
1;More45;1;1;1;Hispanic
1;25-45;1;1;1;African-American
1;25-45;1;4;1;African-American
0;More45;0;4;1;African-American
0;More45;0;8;0;Caucasian
0;25-45;0;3;1;African-American
1;25-45;1;9;1;African-American
0;25-45;0;5;0;Caucasian
1;25-45;0;7;0;Caucasian
1;Less25;0;1;1;African-American
0;25-45;1;3;1;Caucasian
1;25-45;0;14;1;Caucasian
0;25-45;0;1;0;Hispanic
1;Less25;0;0;1;African-American
1;25-45;0;11;1;African-American
0;25-45;0;2;1;Caucasian
1;25-45;0;12;0;African-American
0;25-45;0;4;1;Caucasian
0;25-45;0;2;0;African-American
0;More45;0;4;0;Caucasian
0;25-45;0;0;0;African-American
1;25-45;0;3;0;Caucasian
0;Less25;0;1;1;African-American
0;More45;0;5;0;African-American
1;25-45;0;7;1;African-American
0;25-45;0;1;1;Hispanic
0;25-45;0;4;1;African-American
0;25-45;0;0;0;Caucasian
1;25-45;0;7;0;Hispanic
1;Less25;0;0;1;African-American
0;More45;1;1;0;Caucasian
0;25-45;0;2;0;Caucasian
1;25-45;0;0;0;Caucasian
0;Less25;0;0;0;African-American
1;Less25;0;0;1;African-American
0;25-45;0;1;0;African-American
1;More45;0;4;0;African-American
1;More45;0;0;0;Caucasian
0;Less25;0;0;0;Hispanic
0;Less25;1;1;1;Caucasian
0;More45;1;3;1;Caucasian
0;More45;1;1;0;Caucasian
1;More45;0;7;0;African-American
0;More45;1;2;1;Caucasian
1;Less25;1;0;1;African-American
1;25-45;1;4;0;Caucasian
0;25-45;0;5;1;Caucasian
0;25-45;0;9;1;African-American
1;More45;0;14;1;Caucasian
0;25-45;0;0;0;Caucasian
1;25-45;0;3;0;African-American
1;Less25;0;2;0;African-American
0;25-45;0;0;1;Caucasian
0;25-45;0;1;1;African-American
1;25-45;1;2;0;Caucasian
1;25-45;0;8;0;African-American
0;25-45;0;0;0;African-American
0;25-45;0;1;1;African-American
0;25-45;0;4;1;African-American
0;Less25;0;0;1;Caucasian
1;Less25;1;0;0;African-American
1;25-45;0;19;1;African-American
0;25-45;0;0;1;Hispanic
0;25-45;0;0;1;Hispanic
0;25-45;0;2;0;African-American
1;Less25;0;0;0;Caucasian
1;25-45;0;0;0;African-American
0;Less25;0;0;1;African-American
0;Less25;0;0;1;African-American
0;Less25;0;0;1;African-American
0;More45;0;0;1;Other
0;25-45;1;3;0;African-American
1;Less25;1;2;1;Hispanic
